day_of_week,date,hour_of_day,wait_time_minutes
Friday,2023-06-02,11,8.8
Friday,2023-06-02,12,5.3
Friday,2023-06-02,13,19.1
Friday,2023-06-02,14,17.8
Friday,2023-06-02,15,23.7
Friday,2023-06-02,16,29.8
Friday,2023-06-02,17,15.5
Saturday,2023-06-03,9,22.9
Saturday,2023-06-03,10,7.3
Saturday,2023-06-03,11,9.3
Saturday,2023-06-03,12,7.3
Saturday,2023-06-03,13,8.9
Saturday,2023-06-03,14,11.2
Saturday,2023-06-03,15,14.3
Saturday,2023-06-03,16,7.7
Saturday,2023-06-03,17,7.7
Sunday,2023-06-04,9,13.4
Sunday,2023-06-04,10,6.9
Sunday,2023-06-04,11,23.9
Sunday,2023-06-04,12,7.6
Sunday,2023-06-04,13,11.9
Sunday,2023-06-04,14,9.9
Sunday,2023-06-04,15,10.4
Sunday,2023-06-04,16,20.6
Sunday,2023-06-04,17,9.2
Monday,2023-06-05,9,19.6
Monday,2023-06-05,10,15.9
Monday,2023-06-05,11,27.1
Monday,2023-06-05,12,20.5
Monday,2023-06-05,13,9.9
Monday,2023-06-05,14,5.3
Monday,2023-06-05,15,20.9
Monday,2023-06-05,16,6.2
Monday,2023-06-05,17,21.5
Tuesday,2023-06-06,9,31.2
Tuesday,2023-06-06,10,14.2
Tuesday,2023-06-06,11,19.6
Tuesday,2023-06-06,12,23.5
Tuesday,2023-06-06,13,12.2
Tuesday,2023-06-06,14,21.9
Tuesday,2023-06-06,15,13.0
Tuesday,2023-06-06,16,16.2
Tuesday,2023-06-06,17,21.5
Wednesday,2023-06-07,9,15.7
Wednesday,2023-06-07,10,8.6
Wednesday,2023-06-07,11,18.7
Wednesday,2023-06-07,12,23.0
Wednesday,2023-06-07,13,11.3
Wednesday,2023-06-07,14,19.4
Wednesday,2023-06-07,15,25.5
Wednesday,2023-06-07,16,31.8
Wednesday,2023-06-07,17,19.1
Thursday,2023-06-08,9,6.1
Thursday,2023-06-08,10,24.9
Thursday,2023-06-08,11,9.1
Thursday,2023-06-08,12,19.3
Thursday,2023-06-08,13,14.7
Thursday,2023-06-08,14,10.3
Thursday,2023-06-08,15,18.6
Thursday,2023-06-08,16,21.9
Thursday,2023-06-08,17,28.7
Friday,2023-06-09,9,18.1
Friday,2023-06-09,10,17.7
Friday,2023-06-09,11,34.0
Friday,2023-06-09,12,22.4
Friday,2023-06-09,13,12.0
Friday,2023-06-09,14,15.7
Friday,2023-06-09,15,11.7
Friday,2023-06-09,16,19.5
Friday,2023-06-09,17,15.9
Saturday,2023-06-10,9,7.5
Saturday,2023-06-10,10,21.2
Saturday,2023-06-10,11,15.9
Saturday,2023-06-10,12,5.6
Saturday,2023-06-10,13,10.2
Saturday,2023-06-10,14,10.7
Saturday,2023-06-10,15,5.0
Saturday,2023-06-10,16,10.7
Saturday,2023-06-10,17,8.4
Sunday,2023-06-11,9,5.0
Sunday,2023-06-11,10,5.0
Sunday,2023-06-11,11,11.9
Sunday,2023-06-11,12,13.5
Sunday,2023-06-11,13,7.0
Sunday,2023-06-11,14,10.8
Sunday,2023-06-11,15,19.3
Sunday,2023-06-11,16,19.5
Sunday,2023-06-11,17,15.5
Monday,2023-06-12,9,19.2
Monday,2023-06-12,10,24.2
Monday,2023-06-12,11,32.7
Monday,2023-06-12,12,14.7
Monday,2023-06-12,13,5.9
Monday,2023-06-12,14,15.1
Monday,2023-06-12,15,12.2
Monday,2023-06-12,16,16.3
Monday,2023-06-12,17,18.3
Tuesday,2023-06-13,9,16.9
Tuesday,2023-06-13,10,24.6
Tuesday,2023-06-13,11,10.5
Tuesday,2023-06-13,12,12.2
Tuesday,2023-06-13,13,14.4
Tuesday,2023-06-13,14,29.7
Tuesday,2023-06-13,15,17.4
Tuesday,2023-06-13,16,21.8
Tuesday,2023-06-13,17,20.5
Wednesday,2023-06-14,9,32.2
Wednesday,2023-06-14,10,30.1
Wednesday,2023-06-14,11,7.0
Wednesday,2023-06-14,12,10.9
Wednesday,2023-06-14,13,5.7
Wednesday,2023-06-14,14,29.5
Wednesday,2023-06-14,15,5.5
Wednesday,2023-06-14,16,26.9
Wednesday,2023-06-14,17,7.2
Thursday,2023-06-15,9,10.2
Thursday,2023-06-15,10,19.1
Thursday,2023-06-15,11,32.0
Thursday,2023-06-15,12,10.4
Thursday,2023-06-15,13,23.7
Thursday,2023-06-15,14,13.7
Thursday,2023-06-15,15,9.9
Thursday,2023-06-15,16,13.9
Thursday,2023-06-15,17,6.8
Friday,2023-06-16,9,11.7
Friday,2023-06-16,10,9.0
Friday,2023-06-16,11,23.2
Friday,2023-06-16,12,8.7
Friday,2023-06-16,13,18.3
Friday,2023-06-16,14,13.6
Friday,2023-06-16,15,7.5
Friday,2023-06-16,16,31.5
Friday,2023-06-16,17,10.0
Saturday,2023-06-17,9,22.7
Saturday,2023-06-17,10,14.8
Saturday,2023-06-17,11,6.8
Saturday,2023-06-17,12,16.5
Saturday,2023-06-17,13,5.0
Saturday,2023-06-17,14,7.8
Saturday,2023-06-17,15,5.0
Saturday,2023-06-17,16,5.0
Saturday,2023-06-17,17,8.6
Sunday,2023-06-18,9,9.6
Sunday,2023-06-18,10,13.6
Sunday,2023-06-18,11,7.4
Sunday,2023-06-18,12,10.4
Sunday,2023-06-18,13,14.5
Sunday,2023-06-18,14,20.0
Sunday,2023-06-18,15,19.2
Sunday,2023-06-18,16,13.3
Sunday,2023-06-18,17,16.0
Monday,2023-06-19,9,20.7
Monday,2023-06-19,10,29.1
Monday,2023-06-19,11,34.0
Monday,2023-06-19,12,19.9
Monday,2023-06-19,13,20.0
Monday,2023-06-19,14,24.7
Monday,2023-06-19,15,5.2
Monday,2023-06-19,16,7.9
Monday,2023-06-19,17,10.9
Tuesday,2023-06-20,9,25.1
Tuesday,2023-06-20,10,8.4
Tuesday,2023-06-20,11,34.9
Tuesday,2023-06-20,12,5.0
Tuesday,2023-06-20,13,16.5
Tuesday,2023-06-20,14,23.8
Tuesday,2023-06-20,15,6.9
Tuesday,2023-06-20,16,23.1
Tuesday,2023-06-20,17,16.5
Wednesday,2023-06-21,9,23.9
Wednesday,2023-06-21,10,17.3
Wednesday,2023-06-21,11,20.7
Wednesday,2023-06-21,12,12.0
Wednesday,2023-06-21,13,16.1
Wednesday,2023-06-21,14,8.6
Wednesday,2023-06-21,15,21.3
Wednesday,2023-06-21,16,21.2
Wednesday,2023-06-21,17,15.9
Thursday,2023-06-22,9,11.1
Thursday,2023-06-22,10,20.2
Thursday,2023-06-22,11,24.9
Thursday,2023-06-22,12,16.8
Thursday,2023-06-22,13,19.9
Thursday,2023-06-22,14,16.3
Thursday,2023-06-22,15,5.9
Thursday,2023-06-22,16,20.4
Thursday,2023-06-22,17,26.4
Friday,2023-06-23,9,26.9
Friday,2023-06-23,10,23.1
Friday,2023-06-23,11,29.1
Friday,2023-06-23,12,5.0
Friday,2023-06-23,13,10.2
Friday,2023-06-23,14,7.1
Friday,2023-06-23,15,29.5
Friday,2023-06-23,16,28.8
Friday,2023-06-23,17,26.6
Saturday,2023-06-24,9,24.5
Saturday,2023-06-24,10,24.5
Saturday,2023-06-24,11,16.2
Saturday,2023-06-24,12,15.0
Saturday,2023-06-24,13,9.8
Saturday,2023-06-24,14,5.0
Saturday,2023-06-24,15,18.7
Saturday,2023-06-24,16,12.5
Saturday,2023-06-24,17,15.6
Sunday,2023-06-25,9,10.7
Sunday,2023-06-25,10,9.2
Sunday,2023-06-25,11,24.2
Sunday,2023-06-25,12,11.7
Sunday,2023-06-25,13,9.6
Sunday,2023-06-25,14,7.6
Sunday,2023-06-25,15,12.4
Sunday,2023-06-25,16,5.0
Sunday,2023-06-25,17,11.8
Monday,2023-06-26,9,29.9
Monday,2023-06-26,10,17.9
Monday,2023-06-26,11,17.1
Monday,2023-06-26,12,9.4
Monday,2023-06-26,13,23.3
Monday,2023-06-26,14,19.6
Monday,2023-06-26,15,25.9
Monday,2023-06-26,16,13.6
Monday,2023-06-26,17,17.8
Tuesday,2023-06-27,9,12.0
Tuesday,2023-06-27,10,19.1
Tuesday,2023-06-27,11,19.3
Tuesday,2023-06-27,12,5.5
Tuesday,2023-06-27,13,11.6
Tuesday,2023-06-27,14,20.1
Tuesday,2023-06-27,15,24.0
Tuesday,2023-06-27,16,32.9
Tuesday,2023-06-27,17,22.9
Wednesday,2023-06-28,9,29.4
Wednesday,2023-06-28,10,11.0
Wednesday,2023-06-28,11,33.7
Wednesday,2023-06-28,12,18.7
Wednesday,2023-06-28,13,5.9
Wednesday,2023-06-28,14,10.2
Wednesday,2023-06-28,15,5.5
Wednesday,2023-06-28,16,31.0
Wednesday,2023-06-28,17,20.3
Thursday,2023-06-29,9,33.0
Thursday,2023-06-29,10,31.1
Thursday,2023-06-29,11,16.4
Thursday,2023-06-29,12,13.4
Thursday,2023-06-29,13,8.1
Thursday,2023-06-29,14,18.0
Thursday,2023-06-29,15,5.7
Thursday,2023-06-29,16,32.2
Thursday,2023-06-29,17,15.4
Friday,2023-06-30,9,29.4
Friday,2023-06-30,10,11.4
Friday,2023-06-30,11,12.2
Friday,2023-06-30,12,19.8
Friday,2023-06-30,13,11.3
Friday,2023-06-30,14,17.3
Friday,2023-06-30,15,20.3
Friday,2023-06-30,16,22.4
Friday,2023-06-30,17,8.9
Saturday,2023-07-01,9,5.1
Saturday,2023-07-01,10,20.3
Saturday,2023-07-01,11,17.0
Saturday,2023-07-01,12,9.3
Saturday,2023-07-01,13,5.0
Saturday,2023-07-01,14,5.2
Saturday,2023-07-01,15,9.1
Saturday,2023-07-01,16,6.0
Saturday,2023-07-01,17,15.1
Sunday,2023-07-02,9,16.3
Sunday,2023-07-02,10,25.2
Sunday,2023-07-02,11,21.7
Sunday,2023-07-02,12,6.6
Sunday,2023-07-02,13,8.7
Sunday,2023-07-02,14,14.5
Sunday,2023-07-02,15,15.9
Sunday,2023-07-02,16,16.4
Sunday,2023-07-02,17,19.2
Monday,2023-07-03,9,12.0
Monday,2023-07-03,10,30.8
Monday,2023-07-03,11,8.7
Monday,2023-07-03,12,19.4
Monday,2023-07-03,13,12.9
Monday,2023-07-03,14,27.8
Monday,2023-07-03,15,6.6
Monday,2023-07-03,16,10.8
Monday,2023-07-03,17,31.1
Tuesday,2023-07-04,9,20.2
Tuesday,2023-07-04,10,32.5
Tuesday,2023-07-04,11,6.8
Tuesday,2023-07-04,12,11.7
Tuesday,2023-07-04,13,18.5
Tuesday,2023-07-04,14,21.2
Tuesday,2023-07-04,15,24.2
Tuesday,2023-07-04,16,22.9
Tuesday,2023-07-04,17,23.4
Wednesday,2023-07-05,9,26.8
Wednesday,2023-07-05,10,30.0
Wednesday,2023-07-05,11,21.4
Wednesday,2023-07-05,12,21.6
Wednesday,2023-07-05,13,11.8
Wednesday,2023-07-05,14,16.8
Wednesday,2023-07-05,15,7.4
Wednesday,2023-07-05,16,14.2
Wednesday,2023-07-05,17,7.3
Thursday,2023-07-06,9,34.8
Thursday,2023-07-06,10,7.3
Thursday,2023-07-06,11,14.2
Thursday,2023-07-06,12,21.8
Thursday,2023-07-06,13,9.5
Thursday,2023-07-06,14,29.8
Thursday,2023-07-06,15,24.6
Thursday,2023-07-06,16,6.1
Thursday,2023-07-06,17,20.1
Friday,2023-07-07,9,9.0
Friday,2023-07-07,10,28.4
Friday,2023-07-07,11,32.7
Friday,2023-07-07,12,8.6
Friday,2023-07-07,13,15.5
Friday,2023-07-07,14,24.3
Friday,2023-07-07,15,13.8
Friday,2023-07-07,16,24.5
Friday,2023-07-07,17,28.9
Saturday,2023-07-08,9,13.1
Saturday,2023-07-08,10,18.9
Saturday,2023-07-08,11,17.9
Saturday,2023-07-08,12,12.4
Saturday,2023-07-08,13,5.7
Saturday,2023-07-08,14,20.1
Saturday,2023-07-08,15,17.6
Saturday,2023-07-08,16,5.1
Saturday,2023-07-08,17,18.7
Sunday,2023-07-09,9,22.8
Sunday,2023-07-09,10,22.3
Sunday,2023-07-09,11,11.7
Sunday,2023-07-09,12,12.4
Sunday,2023-07-09,13,9.3
Sunday,2023-07-09,14,14.6
Sunday,2023-07-09,15,16.1
Sunday,2023-07-09,16,16.8
Sunday,2023-07-09,17,8.7
Monday,2023-07-10,9,6.3
Monday,2023-07-10,10,18.3
Monday,2023-07-10,11,17.0
Monday,2023-07-10,12,9.1
Monday,2023-07-10,13,22.8
Monday,2023-07-10,14,19.6
Monday,2023-07-10,15,6.7
Monday,2023-07-10,16,8.6
Monday,2023-07-10,17,19.2
Tuesday,2023-07-11,9,17.7
Tuesday,2023-07-11,10,25.7
Tuesday,2023-07-11,11,19.1
Tuesday,2023-07-11,12,7.6
Tuesday,2023-07-11,13,12.6
Tuesday,2023-07-11,14,20.7
Tuesday,2023-07-11,15,23.7
Tuesday,2023-07-11,16,8.6
Tuesday,2023-07-11,17,6.9
Wednesday,2023-07-12,9,24.6
Wednesday,2023-07-12,10,17.6
Wednesday,2023-07-12,11,30.4
Wednesday,2023-07-12,12,15.6
Wednesday,2023-07-12,13,5.0
Wednesday,2023-07-12,14,10.6
Wednesday,2023-07-12,15,27.5
Wednesday,2023-07-12,16,6.6
Wednesday,2023-07-12,17,15.7
Thursday,2023-07-13,9,26.4
Thursday,2023-07-13,10,13.2
Thursday,2023-07-13,11,35.9
Thursday,2023-07-13,12,22.8
Thursday,2023-07-13,13,21.4
Thursday,2023-07-13,14,6.0
Thursday,2023-07-13,15,17.2
Thursday,2023-07-13,16,23.7
Thursday,2023-07-13,17,16.4
Friday,2023-07-14,9,27.5
Friday,2023-07-14,10,12.3
Friday,2023-07-14,11,10.6
Friday,2023-07-14,12,8.2
Friday,2023-07-14,13,8.6
Friday,2023-07-14,14,27.3
Friday,2023-07-14,15,18.3
Friday,2023-07-14,16,6.3
Friday,2023-07-14,17,13.7
Saturday,2023-07-15,9,25.0
Saturday,2023-07-15,10,5.0
Saturday,2023-07-15,11,5.0
Saturday,2023-07-15,12,11.9
Saturday,2023-07-15,13,9.7
Saturday,2023-07-15,14,18.1
Saturday,2023-07-15,15,5.0
Saturday,2023-07-15,16,6.7
Saturday,2023-07-15,17,8.7
Sunday,2023-07-16,9,18.3
Sunday,2023-07-16,10,20.5
Sunday,2023-07-16,11,21.0
Sunday,2023-07-16,12,6.8
Sunday,2023-07-16,13,12.1
Sunday,2023-07-16,14,9.5
Sunday,2023-07-16,15,5.7
Sunday,2023-07-16,16,7.8
Sunday,2023-07-16,17,7.3
Monday,2023-07-17,9,25.3
Monday,2023-07-17,10,13.2
Monday,2023-07-17,11,9.3
Monday,2023-07-17,12,18.4
Monday,2023-07-17,13,18.0
Monday,2023-07-17,14,17.6
Monday,2023-07-17,15,25.3
Monday,2023-07-17,16,29.0
Monday,2023-07-17,17,8.0
Tuesday,2023-07-18,9,11.0
Tuesday,2023-07-18,10,7.9
Tuesday,2023-07-18,11,35.8
Tuesday,2023-07-18,12,6.7
Tuesday,2023-07-18,13,11.0
Tuesday,2023-07-18,14,20.6
Tuesday,2023-07-18,15,20.1
Tuesday,2023-07-18,16,30.8
Tuesday,2023-07-18,17,7.1
Wednesday,2023-07-19,9,19.7
Wednesday,2023-07-19,10,12.2
Wednesday,2023-07-19,11,16.1
Wednesday,2023-07-19,12,22.1
Wednesday,2023-07-19,13,6.6
Wednesday,2023-07-19,14,23.2
Wednesday,2023-07-19,15,20.8
Wednesday,2023-07-19,16,21.4
Wednesday,2023-07-19,17,13.1
Thursday,2023-07-20,9,21.8
Thursday,2023-07-20,10,14.7
Thursday,2023-07-20,11,29.6
Thursday,2023-07-20,12,5.7
Thursday,2023-07-20,13,6.2
Thursday,2023-07-20,14,17.0
Thursday,2023-07-20,15,19.0
Thursday,2023-07-20,16,7.9
Thursday,2023-07-20,17,23.5
Friday,2023-07-21,9,12.6
Friday,2023-07-21,10,33.7
Friday,2023-07-21,11,18.3
Friday,2023-07-21,12,17.5
Friday,2023-07-21,13,17.0
Friday,2023-07-21,14,28.1
Friday,2023-07-21,15,6.2
Friday,2023-07-21,16,16.1
Friday,2023-07-21,17,30.5
Saturday,2023-07-22,9,19.5
Saturday,2023-07-22,10,6.5
Saturday,2023-07-22,11,16.7
Saturday,2023-07-22,12,6.0
Saturday,2023-07-22,13,5.3
Saturday,2023-07-22,14,19.8
Saturday,2023-07-22,15,9.1
Saturday,2023-07-22,16,11.4
Saturday,2023-07-22,17,5.0
Sunday,2023-07-23,9,13.7
Sunday,2023-07-23,10,20.8
Sunday,2023-07-23,11,15.8
Sunday,2023-07-23,12,9.8
Sunday,2023-07-23,13,5.0
Sunday,2023-07-23,14,15.0
Sunday,2023-07-23,15,6.9
Sunday,2023-07-23,16,22.6
Sunday,2023-07-23,17,21.0
Monday,2023-07-24,9,24.4
Monday,2023-07-24,10,11.2
Monday,2023-07-24,11,19.5
Monday,2023-07-24,12,15.0
Monday,2023-07-24,13,16.1
Monday,2023-07-24,14,17.5
Monday,2023-07-24,15,11.6
Monday,2023-07-24,16,22.0
Monday,2023-07-24,17,24.3
Tuesday,2023-07-25,9,23.2
Tuesday,2023-07-25,10,14.5
Tuesday,2023-07-25,11,19.3
Tuesday,2023-07-25,12,5.0
Tuesday,2023-07-25,13,21.5
Tuesday,2023-07-25,14,15.3
Tuesday,2023-07-25,15,22.2
Tuesday,2023-07-25,16,24.0
Tuesday,2023-07-25,17,29.6
Wednesday,2023-07-26,9,10.4
Wednesday,2023-07-26,10,34.1
Wednesday,2023-07-26,11,12.7
Wednesday,2023-07-26,12,20.3
Wednesday,2023-07-26,13,5.0
Wednesday,2023-07-26,14,26.4
Wednesday,2023-07-26,15,7.8
Wednesday,2023-07-26,16,15.5
Wednesday,2023-07-26,17,9.2
Thursday,2023-07-27,9,32.8
Thursday,2023-07-27,10,23.0
Thursday,2023-07-27,11,12.1
Thursday,2023-07-27,12,18.5
Thursday,2023-07-27,13,18.1
Thursday,2023-07-27,14,10.1
Thursday,2023-07-27,15,26.8
Thursday,2023-07-27,16,16.7
Thursday,2023-07-27,17,31.7
Friday,2023-07-28,9,30.0
Friday,2023-07-28,10,12.0
Friday,2023-07-28,11,27.9
Friday,2023-07-28,12,11.7
Friday,2023-07-28,13,20.7
Friday,2023-07-28,14,8.8
Friday,2023-07-28,15,16.8
Friday,2023-07-28,16,14.5
Friday,2023-07-28,17,26.2
Saturday,2023-07-29,9,10.4
Saturday,2023-07-29,10,15.6
Saturday,2023-07-29,11,8.0
Saturday,2023-07-29,12,14.4
Saturday,2023-07-29,13,13.9
Saturday,2023-07-29,14,6.3
Saturday,2023-07-29,15,8.8
Saturday,2023-07-29,16,5.0
Saturday,2023-07-29,17,5.0
Sunday,2023-07-30,9,15.5
Sunday,2023-07-30,10,20.8
Sunday,2023-07-30,11,24.2
Sunday,2023-07-30,12,5.6
Sunday,2023-07-30,13,5.7
Sunday,2023-07-30,14,10.8
Sunday,2023-07-30,15,20.5
Sunday,2023-07-30,16,22.8
Sunday,2023-07-30,17,14.5
Monday,2023-07-31,9,22.7
Monday,2023-07-31,10,26.5
Monday,2023-07-31,11,23.4
Monday,2023-07-31,12,21.7
Monday,2023-07-31,13,14.6
Monday,2023-07-31,14,7.3
Monday,2023-07-31,15,29.1
Monday,2023-07-31,16,18.9
Monday,2023-07-31,17,6.7
Tuesday,2023-08-01,9,9.1
Tuesday,2023-08-01,10,17.1
Tuesday,2023-08-01,11,29.4
Tuesday,2023-08-01,12,14.3
Tuesday,2023-08-01,13,20.8
Tuesday,2023-08-01,14,7.5
Tuesday,2023-08-01,15,11.4
Tuesday,2023-08-01,16,25.0
Tuesday,2023-08-01,17,22.3
Wednesday,2023-08-02,9,27.1
Wednesday,2023-08-02,10,17.6
Wednesday,2023-08-02,11,35.0
Wednesday,2023-08-02,12,22.8
Wednesday,2023-08-02,13,23.1
Wednesday,2023-08-02,14,12.2
Wednesday,2023-08-02,15,10.4
Wednesday,2023-08-02,16,26.1
Wednesday,2023-08-02,17,7.1
Thursday,2023-08-03,9,12.2
Thursday,2023-08-03,10,8.7
Thursday,2023-08-03,11,31.1
Thursday,2023-08-03,12,6.2
Thursday,2023-08-03,13,23.8
Thursday,2023-08-03,14,12.5
Thursday,2023-08-03,15,8.9
Thursday,2023-08-03,16,10.4
Thursday,2023-08-03,17,17.1
Friday,2023-08-04,9,27.5
Friday,2023-08-04,10,27.0
Friday,2023-08-04,11,11.4
Friday,2023-08-04,12,20.4
Friday,2023-08-04,13,11.1
Friday,2023-08-04,14,24.5
Friday,2023-08-04,15,7.2
Friday,2023-08-04,16,23.2
Friday,2023-08-04,17,15.1
Saturday,2023-08-05,9,17.0
Saturday,2023-08-05,10,14.7
Saturday,2023-08-05,11,20.7
Saturday,2023-08-05,12,5.0
Saturday,2023-08-05,13,15.2
Saturday,2023-08-05,14,11.0
Saturday,2023-08-05,15,20.5
Saturday,2023-08-05,16,5.0
Saturday,2023-08-05,17,18.4
Sunday,2023-08-06,9,8.1
Sunday,2023-08-06,10,17.8
Sunday,2023-08-06,11,19.7
Sunday,2023-08-06,12,5.0
Sunday,2023-08-06,13,5.4
Sunday,2023-08-06,14,10.5
Sunday,2023-08-06,15,20.1
Sunday,2023-08-06,16,19.1
Sunday,2023-08-06,17,10.1
Monday,2023-08-07,9,13.9
Monday,2023-08-07,10,30.0
Monday,2023-08-07,11,27.0
Monday,2023-08-07,12,8.3
Monday,2023-08-07,13,18.2
Monday,2023-08-07,14,16.4
Monday,2023-08-07,15,6.6
Monday,2023-08-07,16,21.0
Monday,2023-08-07,17,31.4
Tuesday,2023-08-08,9,14.0
Tuesday,2023-08-08,10,35.3
Tuesday,2023-08-08,11,11.9
Tuesday,2023-08-08,12,16.1
Tuesday,2023-08-08,13,19.7
Tuesday,2023-08-08,14,12.5
Tuesday,2023-08-08,15,20.2
Tuesday,2023-08-08,16,21.4
Tuesday,2023-08-08,17,30.3
Wednesday,2023-08-09,9,34.8
Wednesday,2023-08-09,10,31.1
Wednesday,2023-08-09,11,7.9
Wednesday,2023-08-09,12,8.1
Wednesday,2023-08-09,13,20.8
Wednesday,2023-08-09,14,19.4
Wednesday,2023-08-09,15,14.3
Wednesday,2023-08-09,16,21.0
Wednesday,2023-08-09,17,25.6
Thursday,2023-08-10,9,34.2
Thursday,2023-08-10,10,10.1
Thursday,2023-08-10,11,10.4
Thursday,2023-08-10,12,8.3
Thursday,2023-08-10,13,8.5
Thursday,2023-08-10,14,5.8
Thursday,2023-08-10,15,6.2
Thursday,2023-08-10,16,20.6
Thursday,2023-08-10,17,28.5
Friday,2023-08-11,9,8.3
Friday,2023-08-11,10,17.5
Friday,2023-08-11,11,11.0
Friday,2023-08-11,12,8.4
Friday,2023-08-11,13,13.6
Friday,2023-08-11,14,29.6
Friday,2023-08-11,15,23.5
Friday,2023-08-11,16,23.4
Friday,2023-08-11,17,9.2
Saturday,2023-08-12,9,5.0
Saturday,2023-08-12,10,9.6
Saturday,2023-08-12,11,10.0
Saturday,2023-08-12,12,6.4
Saturday,2023-08-12,13,8.4
Saturday,2023-08-12,14,7.5
Saturday,2023-08-12,15,19.4
Saturday,2023-08-12,16,18.9
Saturday,2023-08-12,17,10.4
Sunday,2023-08-13,9,5.2
Sunday,2023-08-13,10,17.7
Sunday,2023-08-13,11,6.8
Sunday,2023-08-13,12,16.6
Sunday,2023-08-13,13,13.3
Sunday,2023-08-13,14,17.2
Sunday,2023-08-13,15,18.2
Sunday,2023-08-13,16,8.6
Sunday,2023-08-13,17,19.2
Monday,2023-08-14,9,25.2
Monday,2023-08-14,10,26.8
Monday,2023-08-14,11,28.5
Monday,2023-08-14,12,9.0
Monday,2023-08-14,13,11.9
Monday,2023-08-14,14,13.7
Monday,2023-08-14,15,18.1
Monday,2023-08-14,16,18.8
Monday,2023-08-14,17,18.0
Tuesday,2023-08-15,9,26.5
Tuesday,2023-08-15,10,35.0
Tuesday,2023-08-15,11,31.9
Tuesday,2023-08-15,12,8.2
Tuesday,2023-08-15,13,10.9
Tuesday,2023-08-15,14,27.6
Tuesday,2023-08-15,15,19.6
Tuesday,2023-08-15,16,22.3
Tuesday,2023-08-15,17,22.8
Wednesday,2023-08-16,9,18.6
Wednesday,2023-08-16,10,21.4
Wednesday,2023-08-16,11,33.9
Wednesday,2023-08-16,12,14.9
Wednesday,2023-08-16,13,13.6
Wednesday,2023-08-16,14,14.6
Wednesday,2023-08-16,15,11.6
Wednesday,2023-08-16,16,29.7
Wednesday,2023-08-16,17,32.2
Thursday,2023-08-17,9,28.3
Thursday,2023-08-17,10,14.2
Thursday,2023-08-17,11,30.9
Thursday,2023-08-17,12,22.4
Thursday,2023-08-17,13,13.8
Thursday,2023-08-17,14,29.5
Thursday,2023-08-17,15,11.1
Thursday,2023-08-17,16,25.8
Thursday,2023-08-17,17,6.2
Friday,2023-08-18,9,6.9
Friday,2023-08-18,10,34.1
Friday,2023-08-18,11,28.3
Friday,2023-08-18,12,8.5
Friday,2023-08-18,13,8.2
Friday,2023-08-18,14,11.7
Friday,2023-08-18,15,18.7
Friday,2023-08-18,16,28.3
Friday,2023-08-18,17,7.7
Saturday,2023-08-19,9,15.3
Saturday,2023-08-19,10,19.7
Saturday,2023-08-19,11,14.7
Saturday,2023-08-19,12,5.0
Saturday,2023-08-19,13,9.9
Saturday,2023-08-19,14,8.6
Saturday,2023-08-19,15,8.0
Saturday,2023-08-19,16,20.3
Saturday,2023-08-19,17,11.3
Sunday,2023-08-20,9,17.4
Sunday,2023-08-20,10,24.4
Sunday,2023-08-20,11,19.7
Sunday,2023-08-20,12,5.6
Sunday,2023-08-20,13,5.0
Sunday,2023-08-20,14,8.5
Sunday,2023-08-20,15,5.0
Sunday,2023-08-20,16,22.8
Sunday,2023-08-20,17,5.7
Monday,2023-08-21,9,27.8
Monday,2023-08-21,10,27.6
Monday,2023-08-21,11,33.7
Monday,2023-08-21,12,18.7
Monday,2023-08-21,13,6.7
Monday,2023-08-21,14,11.5
Monday,2023-08-21,15,23.2
Monday,2023-08-21,16,29.1
Monday,2023-08-21,17,16.2
Tuesday,2023-08-22,9,19.0
Tuesday,2023-08-22,10,35.1
Tuesday,2023-08-22,11,8.0
Tuesday,2023-08-22,12,13.4
Tuesday,2023-08-22,13,7.4
Tuesday,2023-08-22,14,12.2
Tuesday,2023-08-22,15,15.1
Tuesday,2023-08-22,16,13.8
Tuesday,2023-08-22,17,11.8
Wednesday,2023-08-23,9,22.1
Wednesday,2023-08-23,10,25.6
Wednesday,2023-08-23,11,21.2
Wednesday,2023-08-23,12,22.4
Wednesday,2023-08-23,13,16.5
Wednesday,2023-08-23,14,27.1
Wednesday,2023-08-23,15,10.2
Wednesday,2023-08-23,16,30.4
Wednesday,2023-08-23,17,15.7
Thursday,2023-08-24,9,35.8
Thursday,2023-08-24,10,28.8
Thursday,2023-08-24,11,7.1
Thursday,2023-08-24,12,11.1
Thursday,2023-08-24,13,5.7
Thursday,2023-08-24,14,20.2
Thursday,2023-08-24,15,14.0
Thursday,2023-08-24,16,19.1
Thursday,2023-08-24,17,15.9
Friday,2023-08-25,9,18.6
Friday,2023-08-25,10,24.2
Friday,2023-08-25,11,16.1
Friday,2023-08-25,12,18.2
Friday,2023-08-25,13,20.0
Friday,2023-08-25,14,7.7
Friday,2023-08-25,15,5.1
Friday,2023-08-25,16,20.6
Friday,2023-08-25,17,13.9
Saturday,2023-08-26,9,13.4
Saturday,2023-08-26,10,8.9
Saturday,2023-08-26,11,7.0
Saturday,2023-08-26,12,9.7
Saturday,2023-08-26,13,9.0
Saturday,2023-08-26,14,5.7
Saturday,2023-08-26,15,14.8
Saturday,2023-08-26,16,6.2
Saturday,2023-08-26,17,21.1
Sunday,2023-08-27,9,10.1
Sunday,2023-08-27,10,10.2
Sunday,2023-08-27,11,17.1
Sunday,2023-08-27,12,12.8
